# Program:featureCounts v1.4.6-p3; Command:"/usr/local/bin/subread-1.4.6-p3-Linux-x86_64/bin/featureCounts" "-p" "-t" "gene" "-g" "ID" "-T" "16" "-s" "1" "-a" "results/counts/gencode.gff" "-o" "results/counts/SRR10379723.txt" "results/mapping/SRR10379723_aligned.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRR10379723_aligned.bam
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	1604
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	5863
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	3169
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	1401
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	398
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	1817
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	2164
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	1036
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	195
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	20136
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	16901
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	3711
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	8307
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	3141
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	2461
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	394
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	1062
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	12786
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	5355
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	9341
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	37
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	332
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	4092
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	14
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	375
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	493
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	4141
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	14
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	624
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	1299
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	959
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	362
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	120
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	350
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	9
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	4712
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	3825
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	283
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	421
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	25543
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	11639
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	14540
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	22061
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	26196
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	15
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	11466
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	13631
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	19
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	236646
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	415
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	5262
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	2376
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	4688
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	1585
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	2821
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	7355
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	720
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	1018
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	27027
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	3850
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	16373
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	497
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	749
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	4779
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	1556
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	38157
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	67
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	45
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	1097
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	435
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	307
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	94
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	1721
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	190
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	265
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	331
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	4314
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	26
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	228
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	1042
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	910
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	2311
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	4619
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	5876
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	14213
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	39169
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	0
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	2578
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	1948
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	5291
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	438
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	1064
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	407
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	588
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	707
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	463
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	1819
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	3750
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	57310
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	48309
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	57326
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	34768
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	6289
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	165250
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	193623
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	13555
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	88447
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	85855
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	401736
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	283366
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	911
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	4376
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	3455
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	544
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	18408
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	2641
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	263
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	260
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	696
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	88
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	125
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	612
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	1126
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	32
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	37976
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	16120
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	897
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	4552
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	7062
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	3734
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	2132
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	843
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	1889
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	2172
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	195
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	10568
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	133
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	363
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	56
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	86
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	176207
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	2455
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	529
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	564
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	503
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	17483
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	413
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	557
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	1334
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	19745
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	19355
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	3967
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	6837
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	8304
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	4753
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	5056
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	1035
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	28
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	816
gene-SAOUHSC_00585	CP000253.1	586908	587465	+	558	34
gene-SAOUHSC_00586	CP000253.1	587591	588232	+	642	145
gene-SAOUHSC_00587	CP000253.1	588392	588937	+	546	212
gene-SAOUHSC_00588	CP000253.1	589012	589641	+	630	199
gene-SAOUHSC_00589	CP000253.1	589698	589814	+	117	146
gene-SAOUHSC_00591	CP000253.1	589837	590430	+	594	132
gene-SAOUHSC_00592	CP000253.1	590589	591230	+	642	211
gene-SAOUHSC_00593	CP000253.1	591277	591744	+	468	88
gene-SAOUHSC_00595	CP000253.1	591777	591905	+	129	22
gene-SAOUHSC_00596	CP000253.1	592358	592987	+	630	47
gene-SAOUHSC_00598	CP000253.1	593183	593752	+	570	102
gene-SAOUHSC_00599	CP000253.1	593789	594424	+	636	106
gene-SAOUHSC_00600	CP000253.1	594375	594635	+	261	100
gene-SAOUHSC_00602	CP000253.1	594659	595285	+	627	101
gene-SAOUHSC_00603	CP000253.1	595555	596493	+	939	923
gene-SAOUHSC_00604	CP000253.1	596704	597240	+	537	2253
gene-SAOUHSC_00605	CP000253.1	597409	597885	+	477	341
gene-SAOUHSC_00606	CP000253.1	597925	599220	+	1296	2464
gene-SAOUHSC_00607	CP000253.1	599248	599769	+	522	1607
gene-SAOUHSC_00608	CP000253.1	600268	601278	+	1011	2220
gene-SAOUHSC_00609	CP000253.1	601353	601460	+	108	5
gene-SAOUHSC_00610	CP000253.1	601586	601969	+	384	444
gene-SAOUHSC_00611	CP000253.1	601966	603627	+	1662	3130
gene-SAOUHSC_00612	CP000253.1	604016	604651	+	636	95
gene-SAOUHSC_00613	CP000253.1	605090	605917	+	828	1217
gene-SAOUHSC_00614	CP000253.1	606065	607015	+	951	292
gene-SAOUHSC_00615	CP000253.1	607070	607789	+	720	478
gene-SAOUHSC_00616	CP000253.1	607773	608573	+	801	1077
gene-SAOUHSC_00617	CP000253.1	608709	609215	+	507	18928
gene-SAOUHSC_00618	CP000253.1	609377	610093	+	717	2179
gene-SAOUHSC_00619	CP000253.1	610262	611050	+	789	3454
gene-SAOUHSC_00620	CP000253.1	611301	611675	-	375	23486
gene-SAOUHSC_00621	CP000253.1	612623	613516	-	894	488
gene-SAOUHSC_00622	CP000253.1	613747	614088	-	342	299
gene-SAOUHSC_00624	CP000253.1	614350	614910	+	561	2685
gene-SAOUHSC_00625	CP000253.1	614929	617331	+	2403	9581
gene-SAOUHSC_00626	CP000253.1	617318	617743	+	426	1614
gene-SAOUHSC_00627	CP000253.1	617740	618084	+	345	949
gene-SAOUHSC_00628	CP000253.1	618074	619570	+	1497	5606
gene-SAOUHSC_00629	CP000253.1	619571	620053	+	483	638
gene-SAOUHSC_00630	CP000253.1	620013	620339	-	327	40
gene-SAOUHSC_00632	CP000253.1	620306	620764	+	459	2958
gene-SAOUHSC_00633	CP000253.1	621143	623146	+	2004	6675
gene-SAOUHSC_00634	CP000253.1	624572	625510	-	939	25484
gene-SAOUHSC_00636	CP000253.1	625507	626343	-	837	10928
gene-SAOUHSC_00637	CP000253.1	626337	627080	-	744	6902
gene-SAOUHSC_00638	CP000253.1	627202	627846	+	645	6068
gene-SAOUHSC_00639	CP000253.1	627926	628678	-	753	2567
gene-SAOUHSC_00640	CP000253.1	628914	629678	+	765	968
gene-SAOUHSC_00641	CP000253.1	629739	630533	-	795	7872
gene-SAOUHSC_00642	CP000253.1	630880	631692	+	813	8053
gene-SAOUHSC_00643	CP000253.1	631791	632894	+	1104	1938
gene-SAOUHSC_00644	CP000253.1	632891	633952	+	1062	2600
gene-SAOUHSC_00645	CP000253.1	634015	634413	+	399	1493
gene-SAOUHSC_00646	CP000253.1	634530	635825	-	1296	3868
gene-SAOUHSC_00647	CP000253.1	636246	637973	+	1728	43339
gene-SAOUHSC_00648	CP000253.1	638332	639561	+	1230	9438
gene-SAOUHSC_00650	CP000253.1	639816	639908	+	93	21
gene-SAOUHSC_00651	CP000253.1	640086	640919	+	834	2922
gene-SAOUHSC_00652	CP000253.1	641201	641998	+	798	2789
gene-SAOUHSC_00653	CP000253.1	642034	643038	+	1005	1661
gene-SAOUHSC_00654	CP000253.1	643035	644051	+	1017	3349
gene-SAOUHSC_00655	CP000253.1	644285	645253	+	969	722
gene-SAOUHSC_00656	CP000253.1	645295	645879	+	585	574
gene-SAOUHSC_00658	CP000253.1	645872	646234	+	363	344
gene-SAOUHSC_00659	CP000253.1	646350	646847	+	498	7585
gene-SAOUHSC_00660	CP000253.1	647303	648370	+	1068	33139
gene-SAOUHSC_00661	CP000253.1	648521	649564	+	1044	1141
gene-SAOUHSC_A00635	CP000253.1	649729	649917	-	189	11
gene-SAOUHSC_00662	CP000253.1	649893	650321	+	429	4243
gene-SAOUHSC_00663	CP000253.1	650530	651036	-	507	755
gene-SAOUHSC_00664	CP000253.1	651149	652072	+	924	992
gene-SAOUHSC_00665	CP000253.1	652088	652762	+	675	775
gene-SAOUHSC_00666	CP000253.1	652755	653795	+	1041	1314
gene-SAOUHSC_00667	CP000253.1	653939	654700	+	762	1443
gene-SAOUHSC_00668	CP000253.1	654690	656579	+	1890	4484
gene-SAOUHSC_00669	CP000253.1	657304	657921	+	618	3636
gene-SAOUHSC_00670	CP000253.1	657937	658944	+	1008	6686
gene-SAOUHSC_00671	CP000253.1	659532	660329	-	798	1630
gene-SAOUHSC_00672	CP000253.1	660690	661334	+	645	1699
gene-SAOUHSC_00673	CP000253.1	662031	664181	+	2151	767
gene-SAOUHSC_00674	CP000253.1	664261	664686	+	426	188
gene-SAOUHSC_00675	CP000253.1	664876	665592	+	717	4675
gene-SAOUHSC_00676	CP000253.1	665592	666065	+	474	3634
gene-SAOUHSC_00677	CP000253.1	666157	666273	+	117	7
gene-SAOUHSC_00678	CP000253.1	666418	667062	+	645	1235
gene-SAOUHSC_00679	CP000253.1	667178	668044	+	867	2898
gene-SAOUHSC_00680	CP000253.1	668104	668199	+	96	485
gene-SAOUHSC_00681	CP000253.1	668245	669465	+	1221	2135
gene-SAOUHSC_00682	CP000253.1	669462	669950	+	489	941
gene-SAOUHSC_00683	CP000253.1	670049	670738	-	690	295
gene-SAOUHSC_00684	CP000253.1	670865	671308	+	444	89
gene-SAOUHSC_00685	CP000253.1	671375	671770	+	396	550
gene-SAOUHSC_00686	CP000253.1	671908	672207	+	300	1150
gene-SAOUHSC_00687	CP000253.1	672287	672829	+	543	254
gene-SAOUHSC_00688	CP000253.1	672925	673491	-	567	2567
gene-SAOUHSC_00689	CP000253.1	673493	673951	-	459	1700
gene-SAOUHSC_00690	CP000253.1	673954	674637	-	684	2758
gene-SAOUHSC_00691	CP000253.1	674809	675684	-	876	1834
gene-SAOUHSC_00692	CP000253.1	675903	677534	+	1632	4015
gene-SAOUHSC_00693	CP000253.1	677531	679204	+	1674	5879
gene-SAOUHSC_00694	CP000253.1	679331	679774	-	444	63866
gene-SAOUHSC_00695	CP000253.1	680001	680927	+	927	793
gene-SAOUHSC_00696	CP000253.1	681030	681938	+	909	1979
gene-SAOUHSC_00697	CP000253.1	681973	682260	+	288	371
gene-SAOUHSC_00698	CP000253.1	682543	684096	+	1554	2522
gene-SAOUHSC_00699	CP000253.1	684182	685555	+	1374	6337
gene-SAOUHSC_00700	CP000253.1	685710	686057	-	348	658
gene-SAOUHSC_00701	CP000253.1	685991	686608	-	618	644
gene-SAOUHSC_00702	CP000253.1	686794	687216	-	423	411
gene-SAOUHSC_00703	CP000253.1	687425	688591	+	1167	1869
gene-SAOUHSC_00704	CP000253.1	688884	689336	+	453	695
gene-SAOUHSC_00705	CP000253.1	689510	689992	+	483	388
gene-SAOUHSC_00706	CP000253.1	690242	691006	+	765	6136
gene-SAOUHSC_00707	CP000253.1	691003	691923	+	921	8353
gene-SAOUHSC_00708	CP000253.1	691929	693887	+	1959	33265
gene-SAOUHSC_00709	CP000253.1	693941	694114	-	174	4
gene-SAOUHSC_00710	CP000253.1	694195	695376	+	1182	636
gene-SAOUHSC_00711	CP000253.1	695597	696946	+	1350	3417
gene-SAOUHSC_00712	CP000253.1	697168	698007	+	840	276
gene-SAOUHSC_00713	CP000253.1	698139	699122	+	984	1240
gene-SAOUHSC_00714	CP000253.1	699194	700249	-	1056	27316
gene-SAOUHSC_00715	CP000253.1	700249	700935	-	687	17499
gene-SAOUHSC_00716	CP000253.1	700910	701383	-	474	9078
gene-SAOUHSC_00717	CP000253.1	701725	702165	-	441	12922
gene-SAOUHSC_00718	CP000253.1	702445	703029	-	585	2404
gene-SAOUHSC_00719	CP000253.1	703128	703841	-	714	7578
gene-SAOUHSC_00720	CP000253.1	703845	704264	-	420	2799
gene-SAOUHSC_00721	CP000253.1	704266	704934	-	669	3189
gene-SAOUHSC_00722	CP000253.1	705285	705878	+	594	184
gene-SAOUHSC_00723	CP000253.1	705862	707013	+	1152	708
gene-SAOUHSC_00724	CP000253.1	707013	707621	+	609	619
gene-SAOUHSC_00725	CP000253.1	707687	707893	+	207	318
gene-SAOUHSC_00726	CP000253.1	707981	708691	+	711	1455
gene-SAOUHSC_00727	CP000253.1	708675	709679	+	1005	2582
gene-SAOUHSC_00728	CP000253.1	710153	712093	+	1941	213600
gene-SAOUHSC_A00703	CP000253.1	712235	712393	-	159	19
gene-SAOUHSC_00729	CP000253.1	712364	714247	+	1884	13627
gene-SAOUHSC_00730	CP000253.1	714259	716040	+	1782	25241
gene-SAOUHSC_00731	CP000253.1	716262	717239	+	978	1045
gene-SAOUHSC_00732	CP000253.1	717232	718746	+	1515	3244
gene-SAOUHSC_00733	CP000253.1	718986	720044	+	1059	396
gene-SAOUHSC_00734	CP000253.1	720395	720937	+	543	1241
gene-SAOUHSC_00735	CP000253.1	721050	721148	+	99	203
gene-SAOUHSC_00736	CP000253.1	721561	722478	-	918	6438
gene-SAOUHSC_00737	CP000253.1	722569	722670	+	102	12
gene-SAOUHSC_00738	CP000253.1	722748	724253	-	1506	4053
gene-SAOUHSC_00739	CP000253.1	724594	725094	-	501	2095
gene-SAOUHSC_00740	CP000253.1	725114	725848	-	735	2763
gene-SAOUHSC_00741	CP000253.1	726781	727179	+	399	2586
gene-SAOUHSC_00742	CP000253.1	727082	729247	+	2166	23851
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	11776
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	20
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	5
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	484
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	472
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	511
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	1218
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	942
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	1303
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	176
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	1383
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	6611
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	3349
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	6712
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	325
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	232
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	26941
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	2283
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	1033
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	3775
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	633
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	512
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	10711
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	25537
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	82
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	2839
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	6
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	1051
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	346
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	97
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	4293
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	5
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	6589
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	28977
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	1092
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	439
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	335
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	1469
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	4060
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	92
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	2142
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	7161
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	10626
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	22
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	11070
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	1961
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	4630
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	24578
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	34629
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	8363
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	8864
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	17274
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	21424
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	3221
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	7134
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	14691
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	62657
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	13432
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	64
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	1309
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	636
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	1813
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	6
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	146
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	654
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	73939
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	103
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	1676
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	412
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	222
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	160
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	33079
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	1331
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	644
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	221
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	909
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	752
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	705
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	2817
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	6416
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	1351
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	6814
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	1735
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	464
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	5819
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	741
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	220
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	2594
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	52
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	1040
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	121
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	741
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	501
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	12966
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	6534
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	15723
