# Program:featureCounts v1.4.6-p3; Command:"/usr/local/bin/subread-1.4.6-p3-Linux-x86_64/bin/featureCounts" "-p" "-t" "gene" "-g" "ID" "-T" "16" "-s" "1" "-a" "results/counts/gencode.gff" "-o" "results/counts/SRR10379721.txt" "results/mapping/SRR10379721_aligned.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRR10379721_aligned.bam
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	3185
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	1698
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	6800
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	2619
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	1864
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	499
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	2499
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	2638
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	1394
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	309
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	15990
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	13704
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	4448
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	8384
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	2966
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	2420
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	436
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	1108
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	12349
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	5268
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	10149
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	47
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	2421
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	14015
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	7
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	584
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	603
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	5226
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	23
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	685
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	1529
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	1255
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	422
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	159
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	576
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	10
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	6616
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	5234
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	350
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	611
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	38496
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	13311
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	16731
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	30405
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	37224
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	12
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	13501
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	16203
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	57
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	232295
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	703
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	7381
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	3505
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	6241
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	1881
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	3776
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	11213
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	1054
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	1376
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	43464
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	5614
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	20714
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	567
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	761
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	4582
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	1205
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	36358
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	174
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	83
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	1642
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	642
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	417
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	236
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	2306
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	284
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	749
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	2635
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	13933
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	77
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	480
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	1502
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	1349
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	3471
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	9028
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	10698
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	24572
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	75629
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	2
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	4310
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	3002
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	8057
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	759
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	1792
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	641
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	1065
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	1224
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	710
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	2297
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	5430
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	75014
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	63683
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	72520
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	43856
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	8024
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	243403
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	314532
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	20484
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	108174
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	106791
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	530181
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	393353
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	1532
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	6327
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	8236
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	857
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	25041
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	4047
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	308
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	375
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	1016
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	97
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	189
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	858
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	1432
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	45
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	31921
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	15754
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	1260
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	5383
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	11106
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	6213
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	3317
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	1381
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	3138
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	3575
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	321
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	11236
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	208
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	483
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	61
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	132
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	233206
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	2820
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	691
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	694
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	693
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	23844
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	589
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	758
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	2978
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	23720
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	23251
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	4695
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	8244
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	9980
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	5515
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	10118
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	2085
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	20
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	1024
gene-SAOUHSC_00585	CP000253.1	586908	587465	+	558	39
gene-SAOUHSC_00586	CP000253.1	587591	588232	+	642	188
gene-SAOUHSC_00587	CP000253.1	588392	588937	+	546	304
gene-SAOUHSC_00588	CP000253.1	589012	589641	+	630	217
gene-SAOUHSC_00589	CP000253.1	589698	589814	+	117	152
gene-SAOUHSC_00591	CP000253.1	589837	590430	+	594	157
gene-SAOUHSC_00592	CP000253.1	590589	591230	+	642	271
gene-SAOUHSC_00593	CP000253.1	591277	591744	+	468	116
gene-SAOUHSC_00595	CP000253.1	591777	591905	+	129	14
gene-SAOUHSC_00596	CP000253.1	592358	592987	+	630	56
gene-SAOUHSC_00598	CP000253.1	593183	593752	+	570	140
gene-SAOUHSC_00599	CP000253.1	593789	594424	+	636	90
gene-SAOUHSC_00600	CP000253.1	594375	594635	+	261	174
gene-SAOUHSC_00602	CP000253.1	594659	595285	+	627	166
gene-SAOUHSC_00603	CP000253.1	595555	596493	+	939	1377
gene-SAOUHSC_00604	CP000253.1	596704	597240	+	537	4403
gene-SAOUHSC_00605	CP000253.1	597409	597885	+	477	594
gene-SAOUHSC_00606	CP000253.1	597925	599220	+	1296	4439
gene-SAOUHSC_00607	CP000253.1	599248	599769	+	522	2708
gene-SAOUHSC_00608	CP000253.1	600268	601278	+	1011	3960
gene-SAOUHSC_00609	CP000253.1	601353	601460	+	108	5
gene-SAOUHSC_00610	CP000253.1	601586	601969	+	384	604
gene-SAOUHSC_00611	CP000253.1	601966	603627	+	1662	4125
gene-SAOUHSC_00612	CP000253.1	604016	604651	+	636	132
gene-SAOUHSC_00613	CP000253.1	605090	605917	+	828	1733
gene-SAOUHSC_00614	CP000253.1	606065	607015	+	951	454
gene-SAOUHSC_00615	CP000253.1	607070	607789	+	720	752
gene-SAOUHSC_00616	CP000253.1	607773	608573	+	801	1486
gene-SAOUHSC_00617	CP000253.1	608709	609215	+	507	38150
gene-SAOUHSC_00618	CP000253.1	609377	610093	+	717	2666
gene-SAOUHSC_00619	CP000253.1	610262	611050	+	789	4820
gene-SAOUHSC_00620	CP000253.1	611301	611675	-	375	32992
gene-SAOUHSC_00621	CP000253.1	612623	613516	-	894	745
gene-SAOUHSC_00622	CP000253.1	613747	614088	-	342	509
gene-SAOUHSC_00624	CP000253.1	614350	614910	+	561	3372
gene-SAOUHSC_00625	CP000253.1	614929	617331	+	2403	13540
gene-SAOUHSC_00626	CP000253.1	617318	617743	+	426	2017
gene-SAOUHSC_00627	CP000253.1	617740	618084	+	345	1346
gene-SAOUHSC_00628	CP000253.1	618074	619570	+	1497	7333
gene-SAOUHSC_00629	CP000253.1	619571	620053	+	483	786
gene-SAOUHSC_00630	CP000253.1	620013	620339	-	327	57
gene-SAOUHSC_00632	CP000253.1	620306	620764	+	459	4830
gene-SAOUHSC_00633	CP000253.1	621143	623146	+	2004	12123
gene-SAOUHSC_00634	CP000253.1	624572	625510	-	939	29279
gene-SAOUHSC_00636	CP000253.1	625507	626343	-	837	12081
gene-SAOUHSC_00637	CP000253.1	626337	627080	-	744	10458
gene-SAOUHSC_00638	CP000253.1	627202	627846	+	645	7938
gene-SAOUHSC_00639	CP000253.1	627926	628678	-	753	3315
gene-SAOUHSC_00640	CP000253.1	628914	629678	+	765	1276
gene-SAOUHSC_00641	CP000253.1	629739	630533	-	795	9731
gene-SAOUHSC_00642	CP000253.1	630880	631692	+	813	9376
gene-SAOUHSC_00643	CP000253.1	631791	632894	+	1104	2384
gene-SAOUHSC_00644	CP000253.1	632891	633952	+	1062	2944
gene-SAOUHSC_00645	CP000253.1	634015	634413	+	399	1557
gene-SAOUHSC_00646	CP000253.1	634530	635825	-	1296	4453
gene-SAOUHSC_00647	CP000253.1	636246	637973	+	1728	61639
gene-SAOUHSC_00648	CP000253.1	638332	639561	+	1230	11084
gene-SAOUHSC_00650	CP000253.1	639816	639908	+	93	18
gene-SAOUHSC_00651	CP000253.1	640086	640919	+	834	3298
gene-SAOUHSC_00652	CP000253.1	641201	641998	+	798	4550
gene-SAOUHSC_00653	CP000253.1	642034	643038	+	1005	2653
gene-SAOUHSC_00654	CP000253.1	643035	644051	+	1017	5117
gene-SAOUHSC_00655	CP000253.1	644285	645253	+	969	1471
gene-SAOUHSC_00656	CP000253.1	645295	645879	+	585	969
gene-SAOUHSC_00658	CP000253.1	645872	646234	+	363	616
gene-SAOUHSC_00659	CP000253.1	646350	646847	+	498	11034
gene-SAOUHSC_00660	CP000253.1	647303	648370	+	1068	25679
gene-SAOUHSC_00661	CP000253.1	648521	649564	+	1044	1278
gene-SAOUHSC_A00635	CP000253.1	649729	649917	-	189	11
gene-SAOUHSC_00662	CP000253.1	649893	650321	+	429	5151
gene-SAOUHSC_00663	CP000253.1	650530	651036	-	507	1812
gene-SAOUHSC_00664	CP000253.1	651149	652072	+	924	1425
gene-SAOUHSC_00665	CP000253.1	652088	652762	+	675	1069
gene-SAOUHSC_00666	CP000253.1	652755	653795	+	1041	1833
gene-SAOUHSC_00667	CP000253.1	653939	654700	+	762	2178
gene-SAOUHSC_00668	CP000253.1	654690	656579	+	1890	5554
gene-SAOUHSC_00669	CP000253.1	657304	657921	+	618	3902
gene-SAOUHSC_00670	CP000253.1	657937	658944	+	1008	8973
gene-SAOUHSC_00671	CP000253.1	659532	660329	-	798	1752
gene-SAOUHSC_00672	CP000253.1	660690	661334	+	645	2607
gene-SAOUHSC_00673	CP000253.1	662031	664181	+	2151	956
gene-SAOUHSC_00674	CP000253.1	664261	664686	+	426	222
gene-SAOUHSC_00675	CP000253.1	664876	665592	+	717	6314
gene-SAOUHSC_00676	CP000253.1	665592	666065	+	474	4862
gene-SAOUHSC_00677	CP000253.1	666157	666273	+	117	7
gene-SAOUHSC_00678	CP000253.1	666418	667062	+	645	1827
gene-SAOUHSC_00679	CP000253.1	667178	668044	+	867	3850
gene-SAOUHSC_00680	CP000253.1	668104	668199	+	96	572
gene-SAOUHSC_00681	CP000253.1	668245	669465	+	1221	3145
gene-SAOUHSC_00682	CP000253.1	669462	669950	+	489	1158
gene-SAOUHSC_00683	CP000253.1	670049	670738	-	690	441
gene-SAOUHSC_00684	CP000253.1	670865	671308	+	444	110
gene-SAOUHSC_00685	CP000253.1	671375	671770	+	396	950
gene-SAOUHSC_00686	CP000253.1	671908	672207	+	300	1883
gene-SAOUHSC_00687	CP000253.1	672287	672829	+	543	347
gene-SAOUHSC_00688	CP000253.1	672925	673491	-	567	4467
gene-SAOUHSC_00689	CP000253.1	673493	673951	-	459	2651
gene-SAOUHSC_00690	CP000253.1	673954	674637	-	684	4579
gene-SAOUHSC_00691	CP000253.1	674809	675684	-	876	2373
gene-SAOUHSC_00692	CP000253.1	675903	677534	+	1632	5916
gene-SAOUHSC_00693	CP000253.1	677531	679204	+	1674	8405
gene-SAOUHSC_00694	CP000253.1	679331	679774	-	444	77056
gene-SAOUHSC_00695	CP000253.1	680001	680927	+	927	1279
gene-SAOUHSC_00696	CP000253.1	681030	681938	+	909	2752
gene-SAOUHSC_00697	CP000253.1	681973	682260	+	288	378
gene-SAOUHSC_00698	CP000253.1	682543	684096	+	1554	3085
gene-SAOUHSC_00699	CP000253.1	684182	685555	+	1374	7384
gene-SAOUHSC_00700	CP000253.1	685710	686057	-	348	935
gene-SAOUHSC_00701	CP000253.1	685991	686608	-	618	525
gene-SAOUHSC_00702	CP000253.1	686794	687216	-	423	493
gene-SAOUHSC_00703	CP000253.1	687425	688591	+	1167	2093
gene-SAOUHSC_00704	CP000253.1	688884	689336	+	453	630
gene-SAOUHSC_00705	CP000253.1	689510	689992	+	483	485
gene-SAOUHSC_00706	CP000253.1	690242	691006	+	765	8404
gene-SAOUHSC_00707	CP000253.1	691003	691923	+	921	11595
gene-SAOUHSC_00708	CP000253.1	691929	693887	+	1959	47521
gene-SAOUHSC_00709	CP000253.1	693941	694114	-	174	2
gene-SAOUHSC_00710	CP000253.1	694195	695376	+	1182	1185
gene-SAOUHSC_00711	CP000253.1	695597	696946	+	1350	5415
gene-SAOUHSC_00712	CP000253.1	697168	698007	+	840	610
gene-SAOUHSC_00713	CP000253.1	698139	699122	+	984	2031
gene-SAOUHSC_00714	CP000253.1	699194	700249	-	1056	48178
gene-SAOUHSC_00715	CP000253.1	700249	700935	-	687	30852
gene-SAOUHSC_00716	CP000253.1	700910	701383	-	474	15912
gene-SAOUHSC_00717	CP000253.1	701725	702165	-	441	24593
gene-SAOUHSC_00718	CP000253.1	702445	703029	-	585	2234
gene-SAOUHSC_00719	CP000253.1	703128	703841	-	714	8354
gene-SAOUHSC_00720	CP000253.1	703845	704264	-	420	3016
gene-SAOUHSC_00721	CP000253.1	704266	704934	-	669	3267
gene-SAOUHSC_00722	CP000253.1	705285	705878	+	594	262
gene-SAOUHSC_00723	CP000253.1	705862	707013	+	1152	928
gene-SAOUHSC_00724	CP000253.1	707013	707621	+	609	722
gene-SAOUHSC_00725	CP000253.1	707687	707893	+	207	312
gene-SAOUHSC_00726	CP000253.1	707981	708691	+	711	1724
gene-SAOUHSC_00727	CP000253.1	708675	709679	+	1005	3039
gene-SAOUHSC_00728	CP000253.1	710153	712093	+	1941	251696
gene-SAOUHSC_A00703	CP000253.1	712235	712393	-	159	22
gene-SAOUHSC_00729	CP000253.1	712364	714247	+	1884	17968
gene-SAOUHSC_00730	CP000253.1	714259	716040	+	1782	32324
gene-SAOUHSC_00731	CP000253.1	716262	717239	+	978	1868
gene-SAOUHSC_00732	CP000253.1	717232	718746	+	1515	5392
gene-SAOUHSC_00733	CP000253.1	718986	720044	+	1059	611
gene-SAOUHSC_00734	CP000253.1	720395	720937	+	543	1912
gene-SAOUHSC_00735	CP000253.1	721050	721148	+	99	278
gene-SAOUHSC_00736	CP000253.1	721561	722478	-	918	9738
gene-SAOUHSC_00737	CP000253.1	722569	722670	+	102	10
gene-SAOUHSC_00738	CP000253.1	722748	724253	-	1506	6675
gene-SAOUHSC_00739	CP000253.1	724594	725094	-	501	2470
gene-SAOUHSC_00740	CP000253.1	725114	725848	-	735	3338
gene-SAOUHSC_00741	CP000253.1	726781	727179	+	399	3851
gene-SAOUHSC_00742	CP000253.1	727082	729247	+	2166	37451
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	18313
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	37
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	6
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	720
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	578
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	715
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	1601
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	1267
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	2012
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	223
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	1870
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	9269
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	4699
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	9683
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	535
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	412
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	25979
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	2856
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	2054
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	4976
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	662
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	676
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	20412
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	41680
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	87
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	3875
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	7
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	1269
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	613
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	191
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	5795
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	2
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	8633
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	35082
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	1925
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	734
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	521
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	2356
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	9057
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	215
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	3419
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	11184
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	16557
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	38
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	18711
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	2834
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	6223
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	38596
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	57751
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	14324
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	13992
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	28476
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	39621
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	3605
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	9390
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	16247
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	71159
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	15606
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	77
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	1247
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	860
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	2130
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	9
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	171
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	800
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	115354
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	129
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	2599
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	686
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	438
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	254
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	52905
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	1790
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	893
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	397
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	953
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	911
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	909
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	4192
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	7094
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	1682
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	8423
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	2529
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	679
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	8634
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	1651
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	474
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	4234
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	48
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	1436
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	194
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	1023
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	544
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	13354
